structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,brain,reg_num,top_level,region_clean
4159,12,493,CX,FuG-l,"fusiform gyrus, left, lateral bank of gyrus",36799,118,128,71,-26.2,-2.8,-40.9,9861,4156,CTX,fusiform gyrus
4160,12,501,CX,FuG-cos,"fusiform gyrus, left, bank of cos",36798,119,122,71,-27.2,-1.1,-34.5,9861,4156,CTX,fusiform gyrus
4031,12,593,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",36737,145,67,65,-54.1,20,22.6,9861,4028,CTX,middle frontal gyrus
4031,12,491,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",36737,144,67,65,-53,20,22.6,9861,4028,CTX,middle frontal gyrus
4023,12,570,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",36726,94,62,57,0,31.1,27.4,9861,4021,CTX,superior frontal gyrus
4024,12,562,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",36725,108,37,59,-14.6,35.7,54.2,9861,4021,CTX,superior frontal gyrus
4223,12,483,CX,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",36727,100,70,58,-6.4,27.6,18.9,9861,4221,CTX,"cingulate gyrus, frontal part"
4064,12,517,CX,SCG,"subcallosal cingulate gyrus, right",39630,92,95,67,1.6,11.4,-5.9,9861,4062,CTX,subcallosal cingulate gyrus
4070,12,525,CX,PaOG,"parolfactory gyri, right",39631,89,109,69,4.6,5.4,-20.4,9861,4068,CTX,parolfactory gyri
4289,12,533,CX,Pu,"putamen, right",81049,76,92,66,18.6,13.7,-2.6,9861,4287,STR,putamen
4135,12,532,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",36785,151,92,71,-60.8,6.5,-3.1,9861,4133,CTX,superior temporal gyrus
4142,12,548,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",36783,142,110,71,-51.4,1.7,-22.2,9861,4140,CTX,middle temporal gyrus
4178,12,524,CX,PLP,"planum polare, left",36787,144,93,71,-53.4,6.4,-4,9861,4177,CTX,planum polare
4042,12,539,CX,opIFG,"inferior frontal gyrus, opercular part, left",36756,145,75,66,-54.2,16.7,14.2,9861,4035,CTX,inferior frontal gyrus
4073,22,578,CX,PCLa-s,"paracentral lobule, anterior part, left, superior bank of gyrus",37468,96,35,105,-3.2,-11.6,65.6,9861,4071,CTX,"paracentral lobule, anterior part"
4074,22,586,CX,PCLa-i,"paracentral lobule, anterior part, left, inferior bank of gyrus",37469,98,51,106,-5.4,-17.3,48.6,9861,4071,CTX,"paracentral lobule, anterior part"
4200,22,588,CX,OTG-s,"occipito-temporal gyrus, left, superior bank of gyrus",37566,95,99,121,-3,-46.4,0.3,9861,4198,CTX,occipito-temporal gyrus
4043,12,507,CX,opIFG,"inferior frontal gyrus, opercular part, right",36745,36,80,68,60.8,15.9,11.5,9861,4035,CTX,inferior frontal gyrus
4080,12,523,CX,fro,"frontal operculum, right",36743,51,89,68,44.9,13,1.6,9861,4078,CTX,frontal operculum
4167,12,515,CX,HG,"Heschl's gyrus, right",36744,49,95,69,47,10.3,-4.6,9861,4165,CTX,Heschl's gyrus
4274,12,531,CX,SIG,"short insular gyri, right",36742,58,89,67,37.6,13.9,1.2,9861,4272,CTX,short insular gyri
4226,12,518,CX,CgGf-s,"cingulate gyrus, frontal part, right, superior bank of gyrus",247253,85,70,55,9.5,31.1,18.6,9861,4221,CTX,"cingulate gyrus, frontal part"
4145,12,508,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",36777,40,106,73,56.3,3.3,-15.4,9861,4140,CTX,middle temporal gyrus
4146,12,500,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",36775,47,115,75,48.8,-1.5,-24.8,9861,4140,CTX,middle temporal gyrus
4153,12,484,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",36773,59,127,75,36,-5.2,-37.9,9861,4147,CTX,inferior temporal gyrus
4154,12,492,CX,ITG-l,"inferior temporal gyrus, right, lateral bank of gyrus",36774,48,130,75,47.6,-5.8,-40.9,9861,4147,CTX,inferior temporal gyrus
4162,12,571,CX,FuG-its,"fusiform gyrus, right, bank of the its",36772,62,125,75,32.9,-4.7,-35.8,9861,4156,CTX,fusiform gyrus
4163,12,563,CX,FuG-l,"fusiform gyrus, right, lateral bank of gyrus",36770,67,128,75,27.6,-5.7,-39.1,9861,4156,CTX,fusiform gyrus
4164,12,555,CX,FuG-cos,"fusiform gyrus, right, bank of cos",36768,67,123,75,27.6,-4.3,-33.8,9861,4156,CTX,fusiform gyrus
4248,12,547,CX,PHG-cos,"parahippocampal gyrus, right, bank of the cos",36767,69,120,74,25.5,-2.4,-30.8,9861,NA,NA,NA
4079,12,573,CX,fro,"frontal operculum, left",278277,125,79,68,-33.1,14,10.7,9861,4078,CTX,frontal operculum
4280,12,502,CX,HCd,"head of caudate nucleus, left",39165,107,78,66,-14.1,16.8,11.8,9861,12900,STR,head of the caudate nucleus
4288,12,486,CX,Pu,"putamen, left",39166,114,89,66,-21.5,13.5,-0.1,9861,4287,STR,putamen
4288,12,494,CX,Pu,"putamen, left",39166,113,89,66,-20.5,13.6,-0.1,9861,4287,STR,putamen
4146,12,516,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",36778,44,115,75,51.9,-1.4,-24.7,9861,4140,CTX,middle temporal gyrus
4142,12,556,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",36792,143,107,71,-52.4,2.5,-19,9861,4140,CTX,middle temporal gyrus
4289,12,541,CX,Pu,"putamen, right",81045,75,92,66,19.6,13.7,-2.5,9861,4287,STR,putamen
4107,22,579,CX,SMG-i,"supramarginal gyrus, left, inferior bank of gyrus",38603,154,74,119,-65.1,-38.8,25.4,9861,4104,CTX,supramarginal gyrus
4145,22,611,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",37531,34,78,120,61.6,-37.9,23.8,9861,4140,CTX,middle temporal gyrus
4153,22,643,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",37551,42,109,124,52.8,-51,-8.7,9861,4147,CTX,inferior temporal gyrus
4284,12,557,CX,HCd,"head of caudate nucleus, right",81046,82,87,66,12.3,14.9,2.7,9861,12900,STR,head of the caudate nucleus
4280,12,510,CX,HCd,"head of caudate nucleus, left",278279,106,78,66,-13,16.8,11.8,9861,12900,STR,head of the caudate nucleus
4033,12,530,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",36710,67,48,61,28.5,31.5,43.7,9861,4028,CTX,middle frontal gyrus
4026,12,554,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",36718,91,63,54,3.3,34,25.8,9861,4021,CTX,superior frontal gyrus
4027,12,546,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",36717,70,51,61,25.3,30.6,40.4,9861,4021,CTX,superior frontal gyrus
4026,12,538,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",36721,91,60,54,3.3,34.9,29,9861,4021,CTX,superior frontal gyrus
9520,92,6913,BS,Arc,"arcuate nucleus of medulla, left",977417,92,146,97,0.4,-34.4,-54.6,9861,NA,NA,NA
9521,92,6921,BS,Arc,"arcuate nucleus of medulla, right",977416,90,146,95,2.6,-32.3,-54.9,9861,NA,NA,NA
9598,92,6945,BS,GiRt,"gigantocellular group, left",976699,94,146,104,-1.9,-41.8,-53.2,9861,NA,NA,NA
9619,92,6969,BS,LMRt,"lateral medullary reticular group, right",977415,87,146,102,5.6,-39.5,-53.5,9861,NA,NA,NA
9642,92,6977,BS,RaM,raphe nuclei of medulla,976455,92,146,104,0.2,-41.8,-53.2,9861,NA,NA,NA
9677,92,6985,BS,Sp5,"spinal trigeminal nucleus, left",974802,98,146,104,-6.1,-41.9,-53.3,9861,NA,NA,NA
9698,92,7001,BS,8Ve,"vestibular nuclei, left",976182,96,146,109,-4.1,-47.1,-52.3,9861,NA,NA,NA
9703,92,6914,BS,8Ve,"vestibular nuclei, right",976185,89,146,110,3.2,-48,-52,9861,NA,NA,NA
9546,92,6930,BS,10,"dorsal motor nucleus of the vagus, left",976181,94,146,108,-2,-46,-52.5,9861,NA,NA,NA
9547,92,6938,BS,10,"dorsal motor nucleus of the vagus, right",976180,91,146,108,1.2,-45.9,-52.4,9861,NA,NA,NA
9137,91,6842,BS,6,"abducens nucleus, left",978024,97,137,109,-5.1,-44.6,-42.7,9861,NA,NA,NA
9138,91,6850,BS,6,"abducens nucleus, right",978026,91,137,109,1.2,-44.4,-42.6,9861,NA,NA,NA
9157,91,6874,BS,RPn,pontine raphe nucleus,983608,92,137,102,0.4,-37.1,-44,9861,NA,NA,NA
9178,91,6882,BS,SOC,"superior olivary complex, left",978214,99,137,102,-7,-37.3,-44.1,9861,NA,NA,NA
9186,91,6890,BS,SOC,"superior olivary complex, right",978215,88,137,102,4.6,-37,-43.9,9861,NA,NA,NA
9492,91,6659,BS,Pn,"pontine nuclei, left",977564,96,137,91,-3.6,-25.7,-46.2,9861,NA,NA,NA
9493,91,6667,BS,Pn,"pontine nuclei, right",977561,88,137,91,4.9,-25.5,-46,9861,NA,NA,NA
9677,91,6898,BS,Sp5,"spinal trigeminal nucleus, left",980188,99,137,105,-7.1,-40.4,-43.5,9861,NA,NA,NA
9534,91,6843,BS,8Co,"cochlear nuclei, right",977569,80,137,104,13,-38.9,-43.3,9861,NA,NA,NA
9561,91,6859,BS,IO,"inferior olivary complex, left",933554,95,137,100,-2.8,-35.1,-44.4,9861,NA,NA,NA
9493,91,6825,BS,Pn,"pontine nuclei, right",977306,89,141,92,3.8,-27.7,-50.1,9861,NA,NA,NA
9520,91,6833,BS,Arc,"arcuate nucleus of medulla, left",977268,94,141,95,-1.6,-31,-49.7,9861,NA,NA,NA
9521,91,6841,BS,Arc,"arcuate nucleus of medulla, right",977267,90,141,95,2.6,-30.9,-49.6,9861,NA,NA,NA
9529,91,6849,BS,8Co,"cochlear nuclei, left",977269,102,141,104,-10.3,-40.6,-48.1,9861,NA,NA,NA
9598,91,6881,BS,GiRt,"gigantocellular group, left",974986,94,141,102,-1.8,-38.3,-48.3,9861,NA,NA,NA
9604,91,6889,BS,GiRt,"gigantocellular group, right",974985,89,141,103,3.5,-39.2,-48,9861,NA,NA,NA
9698,91,6826,BS,8Ve,"vestibular nuclei, left",979732,97,141,108,-5.1,-44.7,-47.2,9861,NA,NA,NA
9703,91,6834,BS,8Ve,"vestibular nuclei, right",984454,88,141,108,4.4,-44.4,-47,9861,NA,NA,NA
9169,91,6635,BS,PRF,"pontine reticular formation, right",982052,90,132,102,2.5,-35.7,-38.6,9861,NA,NA,NA
9178,91,6561,BS,SOC,"superior olivary complex, left",978897,100,132,102,-8,-35.9,-38.8,9861,NA,NA,NA
9493,91,6651,BS,Pn,"pontine nuclei, right",977911,86,132,93,7,-26.1,-40.3,9861,NA,NA,NA
9684,91,6617,BS,Sp5,"spinal trigeminal nucleus, right",985003,84,132,104,8.8,-37.6,-38.1,9861,NA,NA,NA
9137,91,6538,BS,6,"abducens nucleus, left",977815,96,132,106,-3.9,-40,-37.9,9861,NA,NA,NA
9138,91,6860,BS,6,"abducens nucleus, right",977816,90,132,106,2.4,-39.9,-37.8,9861,NA,NA,NA
9520,91,6883,BS,Arc,"arcuate nucleus of medulla, left",977563,92,137,96,0.5,-30.8,-45.1,9861,NA,NA,NA
9492,91,6817,BS,Pn,"pontine nuclei, left",977305,96,141,93,-3.7,-28.9,-50.1,9861,NA,NA,NA
4052,10,419,CX,MOrG,"medial orbital gyrus, right",28189,79,105,57,15.5,19.3,-18.3,9861,4050,CTX,medial orbital gyrus
4031,10,450,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",28162,138,67,55,-46.4,30.7,20.7,9861,4028,CTX,middle frontal gyrus
4039,10,458,CX,trIFG,"inferior frontal gyrus, triangular part, left",28161,146,88,61,-55.2,18.3,-0.7,9861,4035,CTX,inferior frontal gyrus
4045,10,434,CX,orIFG,"inferior frontal gyrus, orbital part, left",28154,139,94,60,-47.8,17.8,-7.2,9861,4035,CTX,inferior frontal gyrus
4079,10,442,CX,fro,"frontal operculum, left",28152,137,89,57,-45.6,22.4,-2.4,9861,4078,CTX,frontal operculum
4273,10,426,CX,SIG,"short insular gyri, left",28153,126,84,57,-33.9,24.1,3.2,9861,4272,CTX,short insular gyri
4024,10,465,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",28130,119,42,52,-26.1,41.3,47.3,9861,4021,CTX,superior frontal gyrus
4030,10,473,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",28129,124,58,52,-31.5,36.7,30.1,9861,4028,CTX,middle frontal gyrus
4027,10,417,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",41160,75,54,51,20.3,40.1,35.2,9861,4021,CTX,superior frontal gyrus
4033,10,409,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",28109,67,50,53,28.7,39.3,40,9861,4028,CTX,middle frontal gyrus
4034,10,433,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",36703,44,63,55,52.9,34.1,27,9861,4028,CTX,middle frontal gyrus
4058,10,403,CX,POrG,"posterior orbital gyrus, right",32231,73,107,59,21.8,16.8,-19.9,9861,4056,CTX,posterior orbital gyrus
4908,10,411,CX,TP-m,"temporal pole, right, medial aspect",32232,70,115,61,24.9,12.6,-28,9861,4174,CTX,temporal pole
4906,10,474,CX,TP-s,"temporal pole, right, superior aspect",36300,54,102,62,41.8,15.6,-13.6,9861,4174,CTX,temporal pole
4907,10,387,CX,TP-i,"temporal pole, right, inferior aspect",41168,45,122,65,51.1,7,-34.2,9861,4174,CTX,temporal pole
4903,10,451,CX,TP-s,"temporal pole, left, superior aspect",28194,138,99,62,-46.9,14.3,-12.1,9861,4174,CTX,temporal pole
4904,10,459,CX,TP-i,"temporal pole, left, inferior aspect",28195,133,123,62,-41.8,7.7,-37.7,9861,4174,CTX,temporal pole
4905,10,443,CX,TP-m,"temporal pole, left, medial aspect",36301,118,119,62,-25.9,9.2,-33.1,9861,4174,CTX,temporal pole
4226,10,457,CX,CgGf-s,"cingulate gyrus, frontal part, right, superior bank of gyrus",28119,84,64,45,10.9,43.3,23.1,9861,4221,CTX,"cingulate gyrus, frontal part"
4224,10,410,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",28221,94,75,53,0,31.6,12.7,9861,4221,CTX,"cingulate gyrus, frontal part"
4226,10,418,CX,CgGf-s,"cingulate gyrus, frontal part, right, superior bank of gyrus",28220,86,76,49,8.6,35.7,11,9861,4221,CTX,"cingulate gyrus, frontal part"
4274,10,394,CX,SIG,"short insular gyri, right",36313,63,82,57,32.6,26.2,6.6,9861,4272,CTX,short insular gyri
4089,24,469,CX,PoG-il,"postcentral gyrus, left, inferior lateral aspect of gyrus",35597,138,49,123,-48.1,-35.5,53.3,9861,4085,CTX,postcentral gyrus
4090,24,477,CX,PoG-pcs,"postcentral gyrus, left, bank of the posterior central sulcus",35595,126,59,123,-35.5,-38,42.8,9861,4085,CTX,postcentral gyrus
4106,24,390,CX,SMG-s,"supramarginal gyrus, left, superior bank of gyrus",35596,136,61,125,-46.1,-40.9,40.9,9861,4104,CTX,supramarginal gyrus
4142,24,506,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",35869,144,91,133,-55,-58,10.2,9861,4140,CTX,middle temporal gyrus
4143,24,498,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",39692,140,105,133,-50.9,-61.8,-4.7,9861,4140,CTX,middle temporal gyrus
4107,24,482,CX,SMG-i,"supramarginal gyrus, left, inferior bank of gyrus",35861,148,78,133,-59.2,-54.4,24,9861,4104,CTX,supramarginal gyrus
4149,24,569,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",35846,130,109,133,-40.4,-62.7,-8.8,9861,4147,CTX,inferior temporal gyrus
4196,24,521,CX,LiG-pest,"lingual gyrus, right, peristriate",35843,87,102,129,5.2,-55.4,-1.2,9861,4191,CTX,lingual gyrus
4197,24,513,CX,LiG-str,"lingual gyrus, right, striate",35844,64,101,131,29.4,-56.7,0.8,9861,4191,CTX,lingual gyrus
4204,24,545,CX,OTG-i,"occipito-temporal gyrus, right, inferior bank of gyrus",35849,73,115,136,19.7,-66.1,-13.4,9861,4198,CTX,occipito-temporal gyrus
4145,24,414,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",35829,57,116,137,36.5,-67,-14,9861,4140,CTX,middle temporal gyrus
4146,24,422,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",35828,62,117,137,31.3,-67.4,-15.1,9861,4140,CTX,middle temporal gyrus
4271,24,398,CX,LIG,"long insular gyri, right",35831,45,83,132,49.6,-52.2,20.6,9861,4269,CTX,long insular gyri
4074,24,437,CX,PCLa-i,"paracentral lobule, anterior part, left, inferior bank of gyrus",35039,109,62,117,-17.4,-32.1,38.8,9861,4071,CTX,"paracentral lobule, anterior part"
4123,24,453,CX,Pcu-s,"precuneus, right, superior lateral bank of gyrus",35042,87,87,126,5.4,-48.1,14.3,9861,4118,CTX,precuneus
4124,24,461,CX,Pcu-i,"precuneus, right, inferior lateral bank of gyrus",35043,83,92,128,9.5,-51.5,9.4,9861,4118,CTX,precuneus
4234,24,445,CX,CgGp-i,"cingulate gyrus, parietal part, right, inferior bank of gyrus",35041,83,76,125,9.7,-43.8,25.9,9861,4228,CTX,"cingulate gyrus, parietal part"
4013,24,389,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",35024,111,29,113,-19.2,-18.7,73.3,9861,4010,CTX,precentral gyrus
4014,24,405,CX,PrG-il,"precentral gyrus, left, inferior lateral aspect of gyrus",35025,119,45,116,-27.8,-26.6,56.6,9861,4010,CTX,precentral gyrus
4015,24,397,CX,PrG-cs,"precentral gyrus, left, bank of the central sulcus",35026,113,43,113,-21.4,-22.7,58.2,9861,4010,CTX,precentral gyrus
4088,24,421,CX,PoG-sl,"postcentral gyrus, left, superior lateral aspect of gyrus",35028,130,35,118,-39.4,-26.1,67.4,9861,4085,CTX,postcentral gyrus
4018,24,444,CX,PrG-sl,"precentral gyrus, right, superior lateral aspect of gyrus",35010,85,30,123,8,-28.8,74.7,9861,4010,CTX,precentral gyrus
4020,24,436,CX,PrG-cs,"precentral gyrus, right, bank of the central sulcus",35015,81,36,124,12.1,-31.5,68.5,9861,4010,CTX,precentral gyrus
4076,24,452,CX,PCLa-s,"paracentral lobule, anterior part, right, superior bank of gyrus",35011,91,37,119,1.7,-26.8,66.3,9861,4071,CTX,"paracentral lobule, anterior part"
4077,24,468,CX,PCLa-i,"paracentral lobule, anterior part, right, inferior bank of gyrus",35012,92,49,120,0.5,-31.2,53.6,9861,4071,CTX,"paracentral lobule, anterior part"
4093,24,420,CX,PoG-sl,"postcentral gyrus, right, superior lateral aspect of gyrus",35009,68,33,126,25.8,-32.4,72.4,9861,4085,CTX,postcentral gyrus
4095,24,396,CX,PoG-pcs,"postcentral gyrus, right, bank of the posterior central sulcus",34998,55,58,128,39.3,-41.2,46.3,9861,4085,CTX,postcentral gyrus
4110,24,475,CX,SMG-i,"supramarginal gyrus, right, inferior bank of gyrus",35001,43,62,130,51.9,-44.1,42.7,9861,4104,CTX,supramarginal gyrus
4109,24,388,CX,SMG-s,"supramarginal gyrus, right, superior bank of gyrus",34999,50,59,128,44.6,-41.3,45.4,9861,4104,CTX,supramarginal gyrus
4121,26,401,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",36851,96,64,134,-4.2,-50.2,40.2,9861,4118,CTX,precuneus
4051,4,385,CX,MOrG,"medial orbital gyrus, left",27166,104,98,25,-10,54.2,-17.6,9861,4050,CTX,medial orbital gyrus
4073,24,460,CX,PCLa-s,"paracentral lobule, anterior part, left, superior bank of gyrus",35014,94,30,116,-1.3,-21.7,73.1,9861,4071,CTX,"paracentral lobule, anterior part"
4023,10,449,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",28117,97,39,52,-2.8,42.7,50.9,9861,4021,CTX,superior frontal gyrus
4120,24,429,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",35040,95,68,119,-2.7,-35.6,33.1,9861,4118,CTX,precuneus
4193,24,529,CX,LiG-pest,"lingual gyrus, left, peristriate",35848,115,105,131,-24.5,-59.1,-4.6,9861,4191,CTX,lingual gyrus
4201,24,561,CX,OTG-i,"occipito-temporal gyrus, left, inferior bank of gyrus",35845,131,114,133,-41.5,-64.1,-14.1,9861,4198,CTX,occipito-temporal gyrus
4194,26,497,CX,LiG-str,"lingual gyrus, left, striate",36908,98,94,138,-6.6,-62.9,8.9,9861,4191,CTX,lingual gyrus
4194,26,306,CX,LiG-str,"lingual gyrus, left, striate",36908,97,94,138,-5.6,-62.9,8.9,9861,4191,CTX,lingual gyrus
4116,26,489,CX,AnG-s,"angular gyrus, right, superior bank of gyrus",36892,50,63,141,44.2,-56.1,43.6,9861,4111,CTX,angular gyrus
4024,6,393,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",27725,118,55,42,-24.9,48.2,31.4,9861,4021,CTX,superior frontal gyrus
4049,10,435,CX,GRe,"gyrus rectus, right",28188,83,107,57,11.3,18.7,-20.5,9861,4047,CTX,gyrus rectus
4907,10,395,CX,TP-i,"temporal pole, right, inferior aspect",41168,44,122,65,52.2,7.1,-34.2,9861,4174,CTX,temporal pole
4905,10,467,CX,TP-m,"temporal pole, left, medial aspect",36301,117,119,62,-24.8,9.2,-33,9861,4174,CTX,temporal pole
4027,10,425,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",41163,74,57,52,21.3,38.2,32.2,9861,4021,CTX,superior frontal gyrus
4046,10,402,CX,orIFG,"inferior frontal gyrus, orbital part, right",39797,43,91,58,53.6,23.1,-2.4,9861,4035,CTX,inferior frontal gyrus
4039,10,466,CX,trIFG,"inferior frontal gyrus, triangular part, left",41166,143,90,61,-52,17.8,-2.8,9861,4035,CTX,inferior frontal gyrus
4109,24,412,CX,SMG-s,"supramarginal gyrus, right, superior bank of gyrus",39688,53,60,129,41.4,-42.7,44.4,9861,4104,CTX,supramarginal gyrus
4146,24,505,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",39690,63,118,137,30.2,-67.7,-16.2,9861,4140,CTX,middle temporal gyrus
4143,24,514,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",39693,143,107,133,-54.1,-62.4,-6.9,9861,4140,CTX,middle temporal gyrus
4034,12,522,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",36711,47,66,64,49.4,23.8,25.4,9861,4028,CTX,middle frontal gyrus
4264,20,2322,CX,CA2,"CA2 field, right",38729,64,100,111,30,-35.4,-2.1,9861,12893,HIPP,CA2 field
9684,91,6906,BS,Sp5,"spinal trigeminal nucleus, right",975407,86,137,105,6.6,-40.1,-43.3,9861,NA,NA,NA
9677,91,6905,BS,Sp5,"spinal trigeminal nucleus, left",978068,98,141,104,-6.1,-40.5,-48,9861,NA,NA,NA
9186,91,6569,BS,SOC,"superior olivary complex, right",978898,85,132,101,7.8,-34.5,-38.7,9861,NA,NA,NA
9703,91,6820,BS,8Ve,"vestibular nuclei, right",977913,84,132,107,8.7,-40.8,-37.5,9861,NA,NA,NA
9677,91,6609,BS,Sp5,"spinal trigeminal nucleus, left",979593,103,132,105,-11.3,-39.1,-38.3,9861,NA,NA,NA
9493,91,6156,BS,Pn,"pontine nuclei, right",983643,87,118,92,6.1,-21.2,-25.5,9861,NA,NA,NA
4789,68,2387,CB,Fas,"fastigial nucleus, right",73216,87,127,123,5.2,-56.2,-29.1,9861,NA,NA,NA
4790,68,2395,CB,Glo,"globose nucleus, right",73251,87,127,126,5.1,-59.3,-28.5,9861,NA,NA,NA
4323,13,2362,CX,Cl,"claustrum, right",32180,64,88,70,31.2,10.9,2.7,9861,NA,NA,NA
4323,13,2378,CX,Cl,"claustrum, right",82148,65,107,74,29.8,1.3,-16.8,9861,NA,NA,NA
4322,13,2386,CX,Cl,"claustrum, left",73224,121,110,73,-29.3,0.1,-21.4,9861,NA,NA,NA
4260,18,2355,CX,S,"subiculum, right",64893,73,105,107,20.5,-32.9,-8.4,9861,12896,HIPP,subiculum
4265,18,2315,CX,CA3,"CA3 field, right",64891,63,103,107,31.1,-32.1,-6,9861,12894,HIPP,CA3 field
4266,18,2323,CX,CA4,"CA4 field, right",40614,64,105,107,30,-32.7,-8.2,9861,12895,HIPP,CA4 field
4267,18,2331,CX,DG,"dentate gyrus, right",40613,65,105,107,29,-32.7,-8.2,9861,NA,NA,NA
4285,18,2363,CX,TCd,"tail of caudate nucleus, right",64895,60,102,104,34.4,-28.6,-5.5,9861,12901,STR,tail of the caudate nucleus
4267,20,2346,CX,DG,"dentate gyrus, right",38726,67,101,111,26.8,-35.8,-3.2,9861,NA,NA,NA
4464,20,2385,CX,DTLd,"lateral group of nuclei, right, dorsal division",67276,81,92,111,12.1,-33.6,6.1,9861,12924,THAL,"lateral group of nuclei, dorsal division"
4263,20,2314,CX,CA1,"CA1 field, right",38730,63,104,111,31,-36.5,-6.3,9861,12892,HIPP,CA1 field
4263,18,2394,CX,CA1,"CA1 field, right",64892,67,112,106,26.8,-33.7,-15.9,9861,12892,HIPP,CA1 field
4323,16,2371,CX,Cl,"claustrum, right",39655,65,89,93,29.5,-13.5,6.1,9861,NA,NA,NA
4472,18,2361,CX,DTLv,"lateral group of nuclei, right, ventral division",41647,76,93,104,17.5,-26.4,3.8,9861,12925,THAL,"lateral group of nuclei, ventral division"
4260,17,2305,CX,S,"subiculum, right",41146,70,105,105,23.8,-30.7,-8.7,9861,12896,HIPP,subiculum
4263,17,2313,CX,CA1,"CA1 field, right",41145,61,107,106,33.2,-32.1,-10.5,9861,12892,HIPP,CA1 field
4265,17,2329,CX,CA3,"CA3 field, right",41143,64,103,106,30.1,-31,-6.3,9861,12894,HIPP,CA3 field
4285,17,2353,CX,TCd,"tail of caudate nucleus, right",41149,60,101,105,34.3,-29.3,-4.2,9861,12901,STR,tail of the caudate nucleus
4495,18,2339,CX,LGd,"dorsal lateral geniculate nucleus, right",40615,73,101,103,20.7,-27.6,-4.9,9861,12922,THAL,dorsal lateral geneiculate nucleus
4322,13,2370,CX,Cl,"claustrum, left",33431,122,94,69,-30.1,8.8,-5.1,9861,NA,NA,NA
4322,16,2379,CX,Cl,"claustrum, left",40076,123,87,91,-31.7,-12.3,6.7,9861,NA,NA,NA
4260,20,2393,CX,S,"subiculum, right",38731,73,103,111,20.4,-36.5,-5.5,9861,12896,HIPP,subiculum
4263,20,2306,CX,CA1,"CA1 field, right",38730,62,104,111,32,-36.5,-6.3,9861,12892,HIPP,CA1 field
4265,20,2330,CX,CA3,"CA3 field, right",38728,66,100,111,27.9,-35.5,-2.1,9861,12894,HIPP,CA3 field
4266,20,2338,CX,CA4,"CA4 field, right",38727,66,101,111,27.8,-35.8,-3.2,9861,12895,HIPP,CA4 field
9684,92,4289,BS,Sp5,"spinal trigeminal nucleus, right",973635,89,161,108,3.2,-50.1,-68.4,9861,NA,NA,NA
9525,92,4348,BS,CGS,central glial substance,976677,92,156,105,0.1,-45.6,-63.7,9861,NA,NA,NA
9543,92,4356,BS,Cu,"cuneate nucleus, left",975206,94,156,108,-2.1,-48.8,-63.1,9861,NA,NA,NA
9544,92,4364,BS,Cu,"cuneate nucleus, right",975207,91,156,107,1.1,-47.7,-63.3,9861,NA,NA,NA
9614,92,4404,BS,LMRt,"lateral medullary reticular group, left",976771,96,156,103,-4,-43.6,-64.2,9861,NA,NA,NA
