structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,brain,reg_num,top_level,region_clean
4077,22,594,CX,PCLa-i,"paracentral lobule, anterior part, right, inferior bank of gyrus",37470,87,52,116,5.9,-27.7,49.7,9861,4071,CTX,"paracentral lobule, anterior part"
4323,11,2985,CX,Cl,"claustrum, right",40517,66,92,63,29.2,17,-2.9,9861,NA,NA,NA
4323,18,2801,CX,Cl,"claustrum, right",41516,66,81,104,28.2,-22.8,16.8,9861,NA,NA,NA
4440,18,2273,CX,LGd,"dorsal lateral geniculate nucleus, left",41473,116,94,101,-24.6,-24.6,1.3,9861,12922,THAL,dorsal lateral geneiculate nucleus
4266,17,2785,CX,CA4,"CA4 field, right",41142,63,104,106,31.1,-31.3,-7.3,9861,12895,HIPP,CA4 field
4267,17,2793,CX,DG,"dentate gyrus, right",41141,63,104,107,31.1,-32.3,-7.1,9861,NA,NA,NA
4782,72,2795,CB,Dt,"dentate nucleus, left",73345,101,130,123,-9.7,-57.4,-32.6,9861,NA,NA,NA
4784,69,2787,CB,Fas,"fastigial nucleus, left",75936,90,127,125,1.9,-58.4,-28.7,9861,NA,NA,NA
4788,67,2874,CB,Emb,"emboliform nucleus, right",56000,84,125,118,8.5,-50.3,-27.8,9861,NA,NA,NA
4251,17,2858,CX,S,"subiculum, left",41212,114,108,100,-22.6,-27.4,-13.8,9861,12896,HIPP,subiculum
4254,17,2850,CX,CA1,"CA1 field, left",41211,124,107,100,-33.2,-27.4,-12.9,9861,12892,HIPP,CA1 field
4281,17,2866,CX,TCd,"tail of caudate nucleus, left",41213,124,102,98,-33.1,-23.9,-8,9861,12901,STR,tail of the caudate nucleus
4450,19,2809,CX,DTA,"anterior group of nuclei, right",67019,84,85,109,9,-29.6,13.2,9861,12920,THAL,anterior group of nuclei
4472,19,2817,CX,DTLv,"lateral group of nuclei, right, ventral division",67020,75,86,108,18.5,-28.6,12.1,9861,12925,THAL,"lateral group of nuclei, ventral division"
4487,19,2825,CX,ILr,"rostral group of intralaminar nuclei, right",73214,84,88,109,9,-30.5,10,9861,12929,THAL,rostral group of intralaminar nuclei
4395,19,2929,CX,DTA,"anterior group of nuclei, left",66981,102,80,102,-9.8,-21.3,16.8,9861,12920,THAL,anterior group of nuclei
4400,19,2857,CX,DTM,"medial group of nuclei, left",80127,100,92,105,-7.8,-27.8,4.6,9861,12927,THAL,medial group of nuclei
4417,19,2849,CX,DTLv,"lateral group of nuclei, left, ventral division",66985,112,87,105,-20.5,-26.7,9.7,9861,12925,THAL,"lateral group of nuclei, ventral division"
4432,19,2865,CX,ILr,"rostral group of intralaminar nuclei, left",80126,104,87,104,-12,-25.4,9.6,9861,12929,THAL,rostral group of intralaminar nuclei
4437,19,2841,CX,ILc,"caudal group of intralaminar nuclei, left",66984,106,94,105,-14.2,-28.5,2.3,9861,12921,THAL,caudal group of intralaminar nuclei
4322,12,2977,CX,Cl,"claustrum, left",36307,121,90,67,-29,12,-1.1,9861,NA,NA,NA
4455,16,3001,CX,DTM,"medial group of nuclei, right",665541,91,86,93,2,-13.3,8.8,9861,12927,THAL,medial group of nuclei
4472,16,2993,CX,DTLv,"lateral group of nuclei, right, ventral division",665542,87,85,92,6.3,-11.9,9.8,9861,12925,THAL,"lateral group of nuclei, ventral division"
4512,16,3009,CX,R,"reticular nucleus of thalamus, right",362512,82,84,92,11.6,-11.5,10.9,9861,4504,THAL,ventral thalamus
4537,16,3050,CX,Pa,"paraventricular nuclei, right of thalamus, right",665540,91,88,93,2,-13.9,6.7,9861,NA,NA,NA
4314,16,3017,CX,SI,"substantia innominata, right",56068,72,93,94,22,-15.9,1.9,9861,NA,NA,NA
4519,16,2803,CX,Sb,"subthalamic nucleus, right",39177,73,98,95,20.9,-18.3,-3.2,9861,NA,NA,NA
9074,16,2811,CX,SNC,"substantia nigra, pars compacta, left",344600,93,104,95,-0.3,-20.5,-10.1,9861,9072,VTA_SN,substantia nigra
4417,17,3041,CX,DTLv,"lateral group of nuclei, left, ventral division",87542,105,84,98,-12.9,-18.3,11.6,9861,12925,THAL,"lateral group of nuclei, ventral division"
4450,17,3033,CX,DTA,"anterior group of nuclei, right",87520,86,80,101,7.2,-19.9,16.9,9861,12920,THAL,anterior group of nuclei
4455,17,3057,CX,DTM,"medial group of nuclei, right",692605,90,88,102,2.8,-23.3,8.5,9861,12927,THAL,medial group of nuclei
4472,17,3049,CX,DTLv,"lateral group of nuclei, right, ventral division",87525,82,89,102,11.3,-23.4,7.6,9861,12925,THAL,"lateral group of nuclei, ventral division"
4506,17,3065,CX,R,"reticular nucleus of thalamus, left",87541,110,83,97,-18.1,-17.1,12.4,9861,4504,THAL,ventral thalamus
4507,17,3018,CX,ZI,"zona incerta, left",690726,100,92,99,-7.7,-21.5,3.4,9861,4504,THAL,ventral thalamus
4512,17,2978,CX,R,"reticular nucleus of thalamus, right",87521,76,85,101,17.7,-21,11.8,9861,4504,THAL,ventral thalamus
4513,17,3026,CX,ZI,"zona incerta, right",87536,82,96,100,11.3,-23.2,-0.3,9861,4504,THAL,ventral thalamus
4518,17,3090,CX,Sb,"subthalamic nucleus, left",87528,107,95,99,-15.1,-22.5,0,9861,NA,NA,NA
9005,17,3025,CX,CGMB,"central gray substance of midbrain, right",668917,93,98,100,-0.3,-24.1,-2.7,9861,NA,NA,NA
9054,17,3034,CX,RN,"red nucleus, left",87527,101,100,100,-8.8,-24.8,-5,9861,NA,NA,NA
9057,17,2986,CX,RN,"red nucleus, right",668919,86,100,101,7,-25.5,-4.5,9861,NA,NA,NA
9074,17,3002,CX,SNC,"substantia nigra, pars compacta, left",87529,109,99,99,-17.2,-23.7,-4.3,9861,9072,VTA_SN,substantia nigra
9075,17,3010,CX,SNR,"substantia nigra, pars reticulata, left",87530,111,99,99,-19.3,-23.8,-4.3,9861,9072,VTA_SN,substantia nigra
4143,14,787,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",38869,145,112,83,-54.9,-11.5,-22,9861,4140,CTX,middle temporal gyrus
4329,14,2786,CX,ATZ,"amygdalohippocampal transition zone, left",73464,114,101,83,-22.1,-7.6,-9.6,9861,4328,AMYG,amygdalohippocampal transition zone
4342,14,2794,CX,BLA,"basolateral nucleus, left",81221,116,107,83,-24.2,-9.4,-16.1,9861,4341,AMYG,basolateral nucleus
4351,14,2810,CX,BMA,"basomedial nucleus, left",81220,117,102,83,-25.3,-8,-10.8,9861,4350,AMYG,basomedial nucleus
4379,14,2873,CX,LA,"lateral nucleus, left",73461,122,109,83,-30.6,-10.1,-18.4,9861,4378,AMYG,lateral nucleus
4379,14,2802,CX,LA,"lateral nucleus, left",82143,121,109,83,-29.5,-10.1,-18.3,9861,4378,AMYG,lateral nucleus
4307,15,2842,CX,SI,"substantia innominata, left",41716,116,97,87,-24.3,-10.8,-4.6,9861,NA,NA,NA
4360,15,2826,CX,CeA,"central nucleus, left",40336,118,100,87,-26.4,-11.7,-7.9,9861,4359,AMYG,central nucleus
4273,10,961,CX,SIG,"short insular gyri, left",28153,127,84,57,-35,24,3.2,9861,4272,CTX,short insular gyri
4092,24,428,CX,PoG-cs,"postcentral gyrus, right, bank of the central sulcus",35008,78,40,124,15.3,-32.5,64.3,9861,4085,CTX,postcentral gyrus
4201,22,969,CX,OTG-i,"occipito-temporal gyrus, left, inferior bank of gyrus",37564,137,116,122,-47.5,-53.3,-18.5,9861,4198,CTX,occipito-temporal gyrus
4158,18,973,CX,FuG-its,"fusiform gyrus, left, bank of the its",39559,133,117,105,-42.9,-35.7,-22.8,9861,4156,CTX,fusiform gyrus
4159,18,981,CX,FuG-l,"fusiform gyrus, left, lateral bank of gyrus",39560,126,121,105,-35.5,-36.6,-27,9861,4156,CTX,fusiform gyrus
4160,18,989,CX,FuG-cos,"fusiform gyrus, left, bank of cos",39561,123,111,103,-32.2,-31.6,-16.6,9861,4156,CTX,fusiform gyrus
4164,18,965,CX,FuG-cos,"fusiform gyrus, right, bank of cos",39527,62,112,107,32.1,-34.6,-15.6,9861,4156,CTX,fusiform gyrus
4163,18,1052,CX,FuG-l,"fusiform gyrus, right, lateral bank of gyrus",39526,58,121,109,36.2,-39.1,-24.8,9861,4156,CTX,fusiform gyrus
4166,18,1044,CX,HG,"Heschl's gyrus, left",39516,132,86,100,-41.4,-21.7,9.3,9861,4165,CTX,Heschl's gyrus
4288,18,1028,CX,Pu,"putamen, left",39517,122,87,100,-30.9,-21.7,8.5,9861,4287,STR,putamen
4167,18,1020,CX,HG,"Heschl's gyrus, right",39483,52,86,104,42.9,-23.9,11.8,9861,4165,CTX,Heschl's gyrus
4271,18,1012,CX,LIG,"long insular gyri, right",39487,64,89,104,30.2,-25,8.3,9861,4269,CTX,long insular gyri
4136,18,1051,CX,STG-i,"superior temporal gyrus, left, inferior bank of gyrus",39467,152,94,104,-62.7,-28.6,1.2,9861,4133,CTX,superior temporal gyrus
4142,18,964,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",39466,147,102,105,-57.5,-31.8,-7.1,9861,4140,CTX,middle temporal gyrus
4143,18,980,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",39465,149,115,105,-59.7,-35.5,-21,9861,4140,CTX,middle temporal gyrus
4150,18,996,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",39472,141,122,105,-51.3,-37.3,-28.3,9861,4147,CTX,inferior temporal gyrus
4151,18,988,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",39464,142,115,105,-52.4,-35.3,-20.9,9861,4147,CTX,inferior temporal gyrus
4138,18,1035,CX,STG-l,"superior temporal gyrus, right, lateral bank of gyrus",39451,27,92,104,69.3,-24.9,5.9,9861,4133,CTX,superior temporal gyrus
4139,18,1027,CX,STG-i,"superior temporal gyrus, right, inferior bank of gyrus",39452,35,97,106,60.7,-28.6,0.7,9861,4133,CTX,superior temporal gyrus
4145,18,1011,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",39454,43,99,108,52.2,-31.5,-1.2,9861,4140,CTX,middle temporal gyrus
4146,18,1043,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",39448,42,108,109,53.2,-35,-10.6,9861,4140,CTX,middle temporal gyrus
4153,18,979,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",39453,47,118,109,47.8,-38,-21.4,9861,4147,CTX,inferior temporal gyrus
4154,18,1003,CX,ITG-l,"inferior temporal gyrus, right, lateral bank of gyrus",73248,34,118,109,61.6,-37.7,-21.1,9861,4147,CTX,inferior temporal gyrus
4155,18,995,CX,ITG-mts,"inferior temporal gyrus, right, bank of mts",39446,42,111,109,53.2,-35.9,-13.8,9861,4147,CTX,inferior temporal gyrus
4162,18,971,CX,FuG-its,"fusiform gyrus, right, bank of the its",39447,51,118,109,43.6,-38.1,-21.4,9861,4156,CTX,fusiform gyrus
4094,18,1034,CX,PoG-il,"postcentral gyrus, right, inferior lateral aspect of gyrus",39410,28,77,104,68.3,-20.7,21.9,9861,4085,CTX,postcentral gyrus
4173,18,1042,CX,PLT,"planum temporale, right",39409,37,84,104,58.8,-22.9,14.2,9861,4171,CTX,planum temporale
4012,18,1010,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",39374,123,49,90,-31.4,-0.6,47.1,9861,4010,CTX,precentral gyrus
4013,18,1018,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",39375,135,42,92,-44.1,-1,54.8,9861,4010,CTX,precentral gyrus
4014,18,1026,CX,PrG-il,"precentral gyrus, left, inferior lateral aspect of gyrus",39376,147,53,92,-56.8,-4.4,42.8,9861,4010,CTX,precentral gyrus
4031,18,1002,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",39373,124,40,89,-32.4,3,56.5,9861,4028,CTX,middle frontal gyrus
4023,18,970,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",39363,95,37,86,-1.6,7.7,59.8,9861,4021,CTX,superior frontal gyrus
4024,18,978,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",39362,111,39,86,-18.5,6.7,57.3,9861,4021,CTX,superior frontal gyrus
4030,18,986,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",39361,115,39,86,-22.8,6.6,57.2,9861,4028,CTX,middle frontal gyrus
4026,18,962,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",39345,84,48,100,9.5,-9.8,51,9861,4021,CTX,superior frontal gyrus
4017,18,1017,CX,PrG-prc,"precentral gyrus, right, bank of the precentral sulcus",39319,58,46,97,37.1,-5.4,53,9861,4010,CTX,precentral gyrus
4018,18,1025,CX,PrG-sl,"precentral gyrus, right, superior lateral aspect of gyrus",39329,51,43,97,44.5,-4.4,56.4,9861,4010,CTX,precentral gyrus
4019,18,1033,CX,PrG-il,"precentral gyrus, right, inferior lateral aspect of gyrus",39330,45,48,97,50.8,-5.7,51.2,9861,4010,CTX,precentral gyrus
4020,18,1041,CX,PrG-cs,"precentral gyrus, right, bank of the central sulcus",39331,48,54,99,47.5,-9.5,45.1,9861,4010,CTX,precentral gyrus
4027,18,985,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",39316,70,50,96,24.4,-5.8,48.3,9861,4021,CTX,superior frontal gyrus
4033,18,993,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",39317,67,49,97,27.6,-6.5,49.7,9861,4028,CTX,middle frontal gyrus
4034,18,1009,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",39318,60,43,97,35,-4.6,56.2,9861,4028,CTX,middle frontal gyrus
4092,18,1049,CX,PoG-cs,"postcentral gyrus, right, bank of the central sulcus",39332,47,57,100,48.5,-11.4,42.1,9861,4085,CTX,postcentral gyrus
4015,18,963,CX,PrG-cs,"precentral gyrus, left, bank of the central sulcus",39417,144,62,95,-53.8,-10,33.8,9861,4010,CTX,precentral gyrus
4087,18,1050,CX,PoG-cs,"postcentral gyrus, left, bank of the central sulcus",39416,148,61,96,-58,-10.8,35,9861,4085,CTX,postcentral gyrus
4023,8,362,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",28050,94,55,46,0.4,44.6,32.7,9861,4021,CTX,superior frontal gyrus
4033,18,1001,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",39320,66,46,97,28.6,-5.6,52.9,9861,4028,CTX,middle frontal gyrus
4030,18,994,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",39366,117,36,86,-24.9,7.4,60.4,9861,4028,CTX,middle frontal gyrus
4153,18,987,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",39444,49,116,109,45.7,-37.5,-19.3,9861,4147,CTX,inferior temporal gyrus
4145,18,1019,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",39450,46,99,108,49.1,-31.6,-1.2,9861,4140,CTX,middle temporal gyrus
4150,18,1004,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",39463,143,122,105,-53.5,-37.3,-28.4,9861,4147,CTX,inferior temporal gyrus
4142,18,972,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",39471,150,101,105,-60.7,-31.6,-6.1,9861,4140,CTX,middle temporal gyrus
4288,14,977,CX,Pu,"putamen, left",39235,117,85,83,-25.1,-3.2,7.4,9861,4287,STR,putamen
4020,16,946,CX,PrG-cs,"precentral gyrus, right, bank of the central sulcus",38934,39,72,88,57.2,-2.8,23.9,9861,4010,CTX,precentral gyrus
4299,16,966,CX,GPi,"globus pallidus, internal segment, right",714243,73,92,93,21,-14.6,2.8,9861,12898,GP,"globus pallidus, internal segment"
4149,16,974,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",39396,133,111,93,-42.5,-21.4,-18.8,9861,4147,CTX,inferior temporal gyrus
4159,16,982,CX,FuG-l,"fusiform gyrus, left, lateral bank of gyrus",39394,125,120,93,-34.1,-23.7,-28.2,9861,4156,CTX,fusiform gyrus
4244,16,998,CX,PHG-l,"parahippocampal gyrus, left, lateral bank of gyrus",39392,112,115,93,-20.4,-22,-22.6,9861,NA,NA,NA
4245,16,990,CX,PHG-cos,"parahippocampal gyrus, left, bank of the cos",39393,117,116,93,-25.6,-22.4,-23.8,9861,NA,NA,NA
4230,18,997,CX,CgGp-s,"cingulate gyrus, parietal part, left, superior bank of gyrus",39592,100,59,86,-7.1,1.4,36.1,9861,4228,CTX,"cingulate gyrus, parietal part"
4231,18,1005,CX,CgGp-i,"cingulate gyrus, parietal part, left, inferior bank of gyrus",39593,96,67,90,-3,-4.9,28.4,9861,4228,CTX,"cingulate gyrus, parietal part"
4233,18,1021,CX,CgGp-s,"cingulate gyrus, parietal part, right, superior bank of gyrus",39596,87,66,99,6.3,-13.9,31.5,9861,4228,CTX,"cingulate gyrus, parietal part"
4234,18,1013,CX,CgGp-i,"cingulate gyrus, parietal part, right, inferior bank of gyrus",39595,92,68,95,1.1,-10.4,28.4,9861,4228,CTX,"cingulate gyrus, parietal part"
9222,18,1037,CX,cc,corpus callosum,81146,100,71,95,-7.4,-11.4,25.1,9861,NA,NA,NA
9242,18,1053,CX,cgb,"cingulum bundle, right",81149,79,61,96,14.8,-9.1,36.4,9861,NA,NA,NA
4172,16,883,CX,PLT,"planum temporale, left",39008,154,88,88,-64.4,-10.2,4.4,9861,4171,CTX,planum temporale
4270,16,907,CX,LIG,"long insular gyri, left",39004,129,92,89,-38,-11.8,0.8,9861,4269,CTX,long insular gyri
4139,16,868,CX,STG-i,"superior temporal gyrus, right, inferior bank of gyrus",39027,48,101,93,47.3,-16.5,-6.3,9861,4133,CTX,superior temporal gyrus
4145,16,955,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",39028,47,104,94,48.3,-18.3,-9.3,9861,4140,CTX,middle temporal gyrus
4146,16,939,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",39029,38,110,95,57.8,-20.8,-15.4,9861,4140,CTX,middle temporal gyrus
4153,16,876,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",39034,51,118,98,43.9,-26.6,-23.6,9861,4147,CTX,inferior temporal gyrus
4154,16,884,CX,ITG-l,"inferior temporal gyrus, right, lateral bank of gyrus",39033,46,122,98,49.2,-27.6,-27.8,9861,4147,CTX,inferior temporal gyrus
4155,16,923,CX,ITG-mts,"inferior temporal gyrus, right, bank of mts",39031,38,113,96,57.7,-22.7,-18.4,9861,4147,CTX,inferior temporal gyrus
4136,16,892,CX,STG-i,"superior temporal gyrus, left, inferior bank of gyrus",39043,141,97,92,-50.8,-16.6,-4.2,9861,4133,CTX,superior temporal gyrus
4142,16,900,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",39042,142,105,94,-52,-21,-12.3,9861,4140,CTX,middle temporal gyrus
4143,16,908,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",39044,142,109,94,-52,-22.1,-16.6,9861,4140,CTX,middle temporal gyrus
4178,16,915,CX,PLP,"planum polare, left",39009,134,98,89,-43.3,-13.6,-5.7,9861,4177,CTX,planum polare
4323,14,2209,CX,Cl,"claustrum, right",38881,64,86,83,30.8,-2.2,7.4,9861,NA,NA,NA
4322,14,2233,CX,Cl,"claustrum, left",39255,124,87,82,-32.5,-2.9,4.9,9861,NA,NA,NA
4106,20,722,CX,SMG-s,"supramarginal gyrus, left, superior bank of gyrus",37601,143,64,111,-53.2,-27.3,34.8,9861,4104,CTX,supramarginal gyrus
4296,16,917,CX,GPi,"globus pallidus, internal segment, left",51234,111,90,92,-19.1,-13.9,3.9,9861,12898,GP,"globus pallidus, internal segment"
4248,16,870,CX,PHG-cos,"parahippocampal gyrus, right, bank of the cos",39399,65,117,98,29.1,-26.6,-22.8,9861,NA,NA,NA
4323,17,2257,CX,Cl,"claustrum, right",40314,63,87,97,31.5,-17.1,9.1,9861,NA,NA,NA
4031,16,914,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",38654,140,60,79,-49.1,7.4,32.9,9861,4028,CTX,middle frontal gyrus
4155,16,931,CX,ITG-mts,"inferior temporal gyrus, right, bank of mts",39244,40,112,96,55.6,-22.5,-17.3,9861,4147,CTX,inferior temporal gyrus
4146,16,947,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",39245,41,109,95,54.6,-20.6,-14.4,9861,4140,CTX,middle temporal gyrus
4151,16,916,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",39357,142,113,94,-52,-23.2,-20.9,9861,4147,CTX,inferior temporal gyrus
4286,16,893,CX,BCd,"body of caudate nucleus, right",248616,80,74,91,13.8,-7.6,21.5,9861,12899,STR,body of the caudate nucleus
4288,16,941,CX,Pu,"putamen, left",40074,119,88,91,-27.5,-12.5,5.7,9861,4287,STR,putamen
4034,16,889,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",39322,52,52,82,43.8,8.8,43.8,9861,4028,CTX,middle frontal gyrus
4033,16,929,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",38621,73,44,79,21.7,13.6,51.4,9861,4028,CTX,middle frontal gyrus
4167,16,948,CX,HG,"Heschl's gyrus, right",39657,45,91,90,50.7,-10.4,3.8,9861,4165,CTX,Heschl's gyrus
4107,22,873,CX,SMG-i,"supramarginal gyrus, left, inferior bank of gyrus",38604,153,74,119,-64,-38.7,25.5,9861,4104,CTX,supramarginal gyrus
4026,8,865,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",27968,87,57,45,7.8,45.2,30.5,9861,4021,CTX,superior frontal gyrus
4323,15,2241,CX,Cl,"claustrum, right",40536,61,92,86,33.9,-6.9,1.7,9861,NA,NA,NA
4322,17,2265,CX,Cl,"claustrum, left",41536,125,89,94,-33.9,-16.1,5.1,9861,NA,NA,NA
4322,18,2289,CX,Cl,"claustrum, left",41476,124,80,99,-32.9,-18.7,15.7,9861,NA,NA,NA
4322,15,2249,CX,Cl,"claustrum, left",40556,125,91,85,-33.7,-7.2,1.2,9861,NA,NA,NA
4034,16,897,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",39323,55,54,81,40.6,9.2,41.4,9861,4028,CTX,middle frontal gyrus
4023,16,905,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",38618,100,45,74,-6.6,17.9,48.8,9861,4021,CTX,superior frontal gyrus
4026,16,913,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",38619,87,48,77,7,14.2,46.4,9861,4021,CTX,superior frontal gyrus
4223,16,866,CX,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",38632,102,65,73,-8.9,13.3,27.1,9861,4221,CTX,"cingulate gyrus, frontal part"
4224,16,953,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",38633,94,68,74,-0.5,11.6,24.3,9861,4221,CTX,"cingulate gyrus, frontal part"
4226,16,937,CX,CgGf-s,"cingulate gyrus, frontal part, right, superior bank of gyrus",38635,86,64,76,7.9,10.8,29.1,9861,4221,CTX,"cingulate gyrus, frontal part"
4227,16,945,CX,CgGf-i,"cingulate gyrus, frontal part, right, inferior bank of gyrus",38634,91,68,75,2.7,10.6,24.5,9861,4221,CTX,"cingulate gyrus, frontal part"
4024,16,882,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",38642,111,39,73,-18.2,20.4,54.8,9861,4021,CTX,superior frontal gyrus
4030,16,874,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",81143,118,40,74,-25.6,18.9,53.7,9861,4028,CTX,middle frontal gyrus
4012,16,898,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",38652,139,62,83,-48.2,2.7,31.5,9861,4010,CTX,precentral gyrus
4013,16,890,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",38653,149,59,85,-58.8,1.2,34.9,9861,4010,CTX,precentral gyrus
4031,16,906,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",38650,136,62,79,-44.9,7,30.8,9861,4028,CTX,middle frontal gyrus
4017,16,867,CX,PrG-prc,"precentral gyrus, right, bank of the precentral sulcus",38936,40,67,85,56.3,1.7,28.6,9861,4010,CTX,precentral gyrus
4019,16,954,CX,PrG-il,"precentral gyrus, right, inferior lateral aspect of gyrus",38935,34,67,87,62.5,-0.3,29.1,9861,4010,CTX,precentral gyrus
4092,16,938,CX,PoG-cs,"postcentral gyrus, right, bank of the central sulcus",38933,40,76,89,56.1,-5,19.8,9861,4085,CTX,postcentral gyrus
4093,16,930,CX,PoG-sl,"postcentral gyrus, right, superior lateral aspect of gyrus",38932,32,76,88,64.6,-3.8,19.7,9861,4085,CTX,postcentral gyrus
4094,16,922,CX,PoG-il,"postcentral gyrus, right, inferior lateral aspect of gyrus",38930,30,80,89,66.6,-5.9,15.7,9861,4085,CTX,postcentral gyrus
4286,16,885,CX,BCd,"body of caudate nucleus, right",248615,79,74,91,14.9,-7.5,21.5,9861,12899,STR,body of the caudate nucleus
4289,16,901,CX,Pu,"putamen, right",248612,72,84,93,22.1,-12.3,11.3,9861,4287,STR,putamen
4298,16,909,CX,GPe,"globus pallidus, external segment, right",248613,73,88,92,21.1,-12.4,6.9,9861,12897,GP,"globus pallidus, external segment"
4014,16,875,CX,PrG-il,"precentral gyrus, left, inferior lateral aspect of gyrus",39007,153,81,86,-63.2,-6.1,11.5,9861,4010,CTX,precentral gyrus
4135,16,891,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",39006,157,92,91,-67.6,-14.6,0.7,9861,4133,CTX,superior temporal gyrus
4166,16,899,CX,HG,"Heschl's gyrus, left",39005,141,87,89,-50.7,-10.7,5.9,9861,4165,CTX,Heschl's gyrus
4150,16,932,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",39047,145,122,94,-55.3,-25.9,-30.6,9861,4147,CTX,inferior temporal gyrus
4170,16,956,CX,TG,"transverse gyri, right",39658,38,89,90,58.1,-9.7,6.1,9861,4168,CTX,transverse gyri
4274,16,877,CX,SIG,"short insular gyri, right",39660,51,88,90,44.3,-9.7,6.9,9861,4272,CTX,short insular gyri
4282,16,949,CX,BCd,"body of caudate nucleus, left",40075,110,73,88,-17.8,-4.9,21.4,9861,12899,STR,body of the caudate nucleus
4288,16,933,CX,Pu,"putamen, left",40074,118,88,91,-26.4,-12.5,5.7,9861,4287,STR,putamen
4247,16,957,CX,PHG-l,"parahippocampal gyrus, right, lateral bank of gyrus",39398,73,113,98,20.7,-25.7,-18.7,9861,NA,NA,NA
4295,16,925,CX,GPe,"globus pallidus, external segment, left",51235,114,87,91,-22.2,-12.1,6.9,9861,12897,GP,"globus pallidus, external segment"
4179,16,940,CX,PLP,"planum polare, right",39656,55,99,92,40,-15,-4.5,9861,4177,CTX,planum polare
4162,16,878,CX,FuG-its,"fusiform gyrus, right, bank of the its",39400,56,119,98,38.6,-27,-24.8,9861,4156,CTX,fusiform gyrus
4151,16,924,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",39046,145,114,94,-55.2,-23.6,-22,9861,4147,CTX,inferior temporal gyrus
4271,16,869,CX,LIG,"long insular gyri, right",39659,57,94,90,38,-11.6,0.4,9861,4269,CTX,long insular gyri
4024,14,881,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",38681,107,41,64,-13.7,29.3,50.9,9861,4021,CTX,superior frontal gyrus
4026,10,441,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",28120,82,60,47,13,42.4,27.8,9861,4021,CTX,superior frontal gyrus
4231,20,685,CX,CgGp-i,"cingulate gyrus, parietal part, left, inferior bank of gyrus",39430,94,68,101,-1.2,-16.7,29.6,9861,4228,CTX,"cingulate gyrus, parietal part"
